item,count,stddev,mean
1411,70,0.09382067100495775,3.2887037788118634
1414,70,0.07981422917983458,3.3632850544793267
942,70,0.08435372503511805,3.3841487305504936
3280,70,0.08720898140076629,3.35619421345847
940,70,0.08587861754520437,3.3902318375451226
1419,70,0.08978532044138564,3.345006925719125
945,70,0.07610215348106995,3.3683105945587157
946,70,0.07713930216984788,3.3709231717245918
943,70,0.10343647760352613,3.3813616173607963
1417,70,0.08924342844067634,3.3694488491330827
3284,70,0.10137750014043977,3.3632142850330897
1416,70,0.1008481160062856,3.3828221661703926
3286,70,0.08531857875872463,3.399432591029576
949,70,0.08606744612890065,3.425305185999189
3285,70,0.08771640051490907,3.370781145777021
947,70,0.0865005060394091,3.3747074604034424
948,70,0.09741371398380408,3.385579354422433
3287,70,0.08290779473355243,3.3233902420316426
531,70,0.08936077499298792,3.383332916668483
2951,70,0.10314227853119563,3.2450463703700474
2950,70,0.08310616220227068,3.334625176021031
2953,70,0.10198595520282068,3.3286286967141288
1821,70,0.08754597717698448,3.4161005360739574
2952,70,0.0917277801433586,3.322019307953971
534,70,0.09392611436579668,3.375842976570129
533,70,0.09214548159161633,3.3225463458469937
532,70,0.08306476428909597,3.3700805493763517
539,70,0.09637227193343978,3.375452746663775
2956,70,0.09694524302805042,3.3777055331638883
538,70,0.08124412725272386,3.416105375971113
2959,70,0.09205161960849516,3.427442400796073
1827,70,0.07695243901538756,3.3519968339375086
1422,70,0.09674460196241946,3.370661098616464
1421,70,0.07992572566053381,3.3272245373044695
930,70,0.07808596036912675,3.3897222110203336
1425,70,0.09340766745285568,3.3543537957327705
931,70,0.08386944315050403,3.403227870804923
932,70,0.08244044415962636,3.3810933896473476
1428,70,0.08377317542131195,3.389536935942514
933,70,0.09103704144776509,3.390933312688555
934,70,0.08381156720698783,3.372182263646807
1429,70,0.08330997804159959,3.307441670554025
3298,70,0.08837135754586058,3.4048054456710815
937,70,0.0737866179041357,3.549368967328753
938,70,0.07924670256910656,3.4837891067777362
3296,70,0.08738685122514774,3.359233331680298
2940,70,0.09958888784020498,3.388291805131095
540,70,0.0864389405698783,3.3704038688114712
3,70,0.08953004975406721,3.3784041472843716
2,70,0.08246960376665295,3.400711590903146
929,70,0.08276515006003805,3.3782245261328563
542,70,0.09705214290364496,3.3777108328683036
1,70,0.09311958986250522,3.35459052835192
541,70,0.09565454984440902,3.3393794536590575
2944,70,0.09288352857940253,3.3496945244925365
7,70,0.0752246701274243,3.445347547531128
6,70,0.08602774931120762,3.3351154702050345
2943,70,0.08627551856057669,3.1716534955160958
543,70,0.09636581949308762,3.418155353409903
1810,70,0.08159067836580612,3.3744984218052454
546,70,0.09213320893335512,3.3588319540023805
2942,70,0.08542185011391934,3.3814914396830966
5,70,0.08986175625489323,3.3624965395246234
4,70,0.09599436770306012,3.33379111971174
2941,70,0.08734679117099398,3.3096101454326083
2948,70,0.09036488375934562,3.3723630734852383
2947,70,0.08599994623282858,3.3625172342572895
9,70,0.09348346508423333,3.3768588508878437
2946,70,0.07980100993211883,3.362278992789132
1816,70,0.07420260359435522,3.3590126139777046
2949,70,0.0975463094749475,3.32350743498121
920,70,0.09830477875928641,3.3428802728652953
1432,70,0.08347164853164075,3.3833815710885182
1431,70,0.0849400711456376,3.385815828187125
927,70,0.0922443851392012,3.376073510306222
928,70,0.0844186989711539,3.411840990611485
926,70,0.08358124874917018,3.4058630193982804
923,70,0.08953099654822659,3.3651879140308925
924,70,0.07048586450878108,3.3581076996667045
921,70,0.07546822605666904,3.6090977668762205
922,70,0.08290545948334106,3.489592937060765
1438,70,0.10225690473361745,3.3712460654122487
513,70,0.08190722125137705,3.3352152722222463
2975,70,0.08145734688907419,3.370200555665152
511,70,0.0796261419050752,3.3233429976872038
510,70,0.08054887829299102,3.391372891834804
2976,70,0.0938343569899516,3.3790735380990164
1840,70,0.09621270069602085,3.309945978437151
2973,70,0.09370590638849313,3.423136179787772
919,70,0.09081751216202684,3.4019349234444753
2972,70,0.0814622395614606,3.3726528474262785
918,70,0.08016201290945556,3.3695702075958254
519,70,0.08559063298761083,3.3723803656441826
518,70,0.09216750485414932,3.3326888561248778
517,70,0.09986844634902006,3.3836398533412386
1848,70,0.10034882725989851,3.376942154339382
516,70,0.08782678096558644,3.3663059949874876
515,70,0.09992955085746234,3.304060183252607
1845,70,0.09377504532113816,3.3621300527027675
514,70,0.10035612808478818,3.3279475620814734
1446,70,0.09533657751696413,3.4103894812720164
1442,70,0.08978124104857807,3.3713048321860177
1441,70,0.08380572102187984,3.3217485427856444
914,70,0.08248144846923663,3.3398773670196533
915,70,0.09800262600689104,3.3946877922330585
916,70,0.0822023734841715,3.312489867210388
2100,70,0.09148333376393952,3.3701936074665615
910,70,0.08102244993948349,3.368164198739188
911,70,0.08305534603170574,3.3648848261151993
1449,70,0.09996130702100264,3.36155560697828
912,70,0.08314887900713265,3.3344947951180592
913,70,0.08114877921638652,3.351475967679705
2966,70,0.09469348735676218,3.342996515546526
522,70,0.09331678459683256,3.3402627229690554
1831,70,0.08075025897851104,3.3985120092119487
2965,70,0.07680364863904446,3.381438251904079
521,70,0.08695197586742465,3.364827513694763
524,70,0.09156219567672462,3.3644072157996043
1833,70,0.08978234488972783,3.346458189828055
908,70,0.08604077719265345,3.4128255571637833
2961,70,0.10072435213211045,3.4489409582955495
907,70,0.07504769258473111,3.3386704547064645
520,70,0.09526451030973435,3.346625416619437
909,70,0.08524598538076598,3.3815803357533047
529,70,0.08457633142319773,3.343732908793858
1450,70,0.0791550844460735,3.3961652857916698
1834,70,0.08169543788436899,3.3909765924726214
2969,70,0.08730705032790737,3.3605379002434868
1835,70,0.09092350487852888,3.3773178781781876
1836,70,0.0922445451122978,3.377231676237924
2968,70,0.10076006916350903,3.30729147366115
528,70,0.1026244004184628,3.3485377277646746
527,70,0.09232645199996602,3.3867999042783463
2967,70,0.07577245411653324,3.400128820964268
571,70,0.09773307035432487,3.383081351007734
2111,70,0.08590699492510842,3.3528341804231916
2110,70,0.08839180066702121,3.368716321672712
3243,70,0.09763935888730524,3.3727557625089375
3244,70,0.09156541244321349,3.2963012967790877
982,70,0.0888322220547479,3.334899548121861
986,70,0.0998212057837158,3.39094626562936
2109,70,0.07803177297223621,3.371164291245597
2103,70,0.0974667905765157,3.374979421070644
575,70,0.07795843397863446,3.372662373951503
2993,70,0.08499728670343004,3.3682840892246793
2995,70,0.10736770909810837,3.3607563734054566
2107,70,0.09317731788921219,3.343610920224871
2997,70,0.08724082011669268,3.3757736274174284
3238,70,0.09148825527191048,3.360760474205017
2108,70,0.08107432202861076,3.2934784242085047
2105,70,0.08858068476734972,3.3462088687079294
2106,70,0.08714940496552126,3.3345760924475534
3250,70,0.09303043035863663,3.366131639480591
976,70,0.0791995973938106,3.3538199833461215
3251,70,0.09125284735976548,3.361875367164612
978,70,0.09585306257693384,3.3590572834014893
2120,70,0.08943817715098702,3.3621518680027553
2991,70,0.08984859221623687,3.389871750559126
580,70,0.07922568510587544,3.35966009753091
3254,70,0.09328799256238082,3.349642079217093
3255,70,0.09267596126124968,3.346423155920846
2990,70,0.08895447911903274,3.413302390916007
3252,70,0.08366291987974511,3.314137268066406
2122,70,0.09996248840268274,3.358795026370457
581,70,0.09469444980804385,3.4149303674697875
3253,70,0.08828350942974383,3.403929989678519
971,70,0.0634009711189997,3.3331285340445382
973,70,0.07479776009491833,3.365358553613935
974,70,0.09561847194799945,3.3697007758276802
2989,70,0.08733268817544813,3.33766884803772
3248,70,0.08774810492532821,3.377129929406302
2112,70,0.0794946653688602,3.317829874583653
2983,70,0.08727678301204812,3.363501286506653
3247,70,0.07964341141822702,3.3265358924865724
3246,70,0.0899936962436995,3.3936938728604997
585,70,0.08505237825157641,3.349498803274972
2114,70,0.08217935870892434,3.3807503870555333
2115,70,0.09659038112312814,3.367222646304539
586,70,0.08274264531901979,3.3438788414001466
587,70,0.07647382626907732,3.315837550163269
2116,70,0.09247335986804249,3.428141335078648
2987,70,0.08073858000611865,3.3536452736173357
588,70,0.09719282124847953,3.334342006274632
2117,70,0.08075684850897163,3.3711973973682947
2985,70,0.07920870652071209,3.442878191811698
2118,70,0.08759325182737064,3.3410431453159877
589,70,0.09397648446114927,3.314115377834865
2986,70,0.0874337094982769,3.3922888449260165
3249,70,0.1007789065970429,3.348749736377171
2119,70,0.07772133666528858,3.3776575326919556
2133,70,0.08652733215085211,3.4129003695079256
3263,70,0.09214488671844648,3.3831387622015816
2132,70,0.08515020660872709,3.3865663187844413
3264,70,0.08415624687533162,3.433579407419477
3265,70,0.07820625655030601,3.3756710733686175
969,70,0.09835448672242728,3.4272848742348807
2130,70,0.09143538245522279,3.366499090194702
3266,70,0.0888213758871094,3.335011352811541
968,70,0.09420579873679266,3.3902556453432355
3260,70,0.08166658440193407,3.4120012828281947
3261,70,0.0768881517510863,3.33335634299687
965,70,0.09081529536537042,3.403607671601432
963,70,0.07999333426796477,3.329090002604893
961,70,0.09397517247808,3.3548572335924423
960,70,0.0816653766937249,3.3762067896979198
1806,70,0.0914745558214315,3.3599702290126254
1805,70,0.08249996637508027,3.380455619948251
1804,70,0.07731528170900008,3.4106139148984638
1801,70,0.09628249772985632,3.3286803688321793
556,70,0.08626637885777548,3.3447655779974803
555,70,0.0811150767438387,3.411105363709586
552,70,0.08257893783803714,3.384124537876674
3257,70,0.09898376186064467,3.3985365731375556
2125,70,0.08417644113225042,3.363823107310704
553,70,0.09539496140658169,3.3958533797945294
2126,70,0.09470687904450106,3.39181935446603
3256,70,0.0884471527860721,3.3585538182939803
3259,70,0.08367164360635534,3.4264004945755007
